# Logfile created on 2026-04-16 14:38:39 +0200 by logger.rb/v1.5.3
2026-04-16 14:38:39 +0200: Memory Usage (438936K) : Starting running IHP-SG13G2 KLayout DRC runset on /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/designs/inverter/layout/inverter.klay.gds
2026-04-16 14:38:39 +0200: Memory Usage (438936K) : Ruby Version for klayout: 3.2.3
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : Loading database to memory is complete.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : IHP-SG13G2 KLayout DRC runset output at: /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/drc_run_TOP/inverter.klay_TOP_topmetal1.lyrdb
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : Evaluate switches.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : tables selected: topmetal1
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : KLayout will use 1 thread(s) in tiling mode.
2026-04-16 14:38:39 +0200: Memory Usage (440700K) : deep mode is enabled.
2026-04-16 14:38:39 +0200: Memory Usage (442428K) : metal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442620K) : passiv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442620K) : passiv_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442620K) : passiv_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442620K) : passiv_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442620K) : passiv_pdl has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442812K) : metal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442812K) : metal2_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442812K) : metal2_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (442812K) : metal2_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443004K) : metal2_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443004K) : metal2_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443004K) : metal2_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443196K) : metal2_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443196K) : metal2_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443388K) : metal2_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443388K) : metal2_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443388K) : metal2_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443388K) : baspoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443580K) : baspoly_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443580K) : psd_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443580K) : nldb_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443772K) : digibnd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443772K) : via1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443772K) : backmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443772K) : backmetal1_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443964K) : backmetal1_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443964K) : backmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (443964K) : backmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444156K) : backmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444156K) : backmetal1_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444156K) : backmetal1_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444156K) : backmetal1_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444348K) : backmetal1_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444348K) : backmetal1_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444348K) : backmetal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444348K) : backpassiv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444540K) : res_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444540K) : sram_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444540K) : trans_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444732K) : ind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444732K) : ind_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444924K) : ind_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444924K) : salblock_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (444924K) : via2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445116K) : metal3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445116K) : metal3_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445116K) : metal3_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445308K) : metal3_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445308K) : metal3_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445308K) : metal3_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445308K) : metal3_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445500K) : metal3_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445500K) : metal3_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445500K) : metal3_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445692K) : metal3_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445692K) : metal3_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445692K) : nwell_drw has 3 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445884K) : nwell_pin has 1 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445884K) : nbulay_drw has 1 polygons
2026-04-16 14:38:39 +0200: Memory Usage (445884K) : nbulay_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446076K) : nbulay_block has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446076K) : emwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446268K) : emwind_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446268K) : deepco_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446268K) : deepco_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446268K) : mim_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446460K) : edgeseal_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446460K) : edgeseal_bound has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446652K) : substrate_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446652K) : substrate_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446652K) : dfpad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446652K) : dfpad_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446844K) : dfpad_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446844K) : thickgateox_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (446844K) : pldb_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447036K) : pwell_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447036K) : pwell_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447036K) : pwell_block has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447036K) : ic_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447228K) : via3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447228K) : metal4_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447420K) : metal4_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447420K) : metal4_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447420K) : metal4_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447420K) : metal4_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447612K) : metal4_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447612K) : metal4_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447612K) : metal4_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447804K) : metal4_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447804K) : metal4_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447804K) : metal4_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447804K) : metal4_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447996K) : heattrans_drw has 2 polygons
2026-04-16 14:38:39 +0200: Memory Usage (447996K) : heatres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448188K) : pempoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448188K) : fbe_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448188K) : empoly_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448380K) : ldmos_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448380K) : pbiwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448380K) : digisub_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448572K) : nodrc_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448572K) : text_drw has 4 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448572K) : via4_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448764K) : metal5_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448764K) : metal5_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448764K) : metal5_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448764K) : metal5_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448956K) : metal5_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448956K) : metal5_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (448956K) : metal5_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449148K) : metal5_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449148K) : metal5_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449148K) : metal5_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449148K) : metal5_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449340K) : metal5_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449340K) : radhard_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449532K) : memcap_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449532K) : varicap_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449724K) : flash_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449724K) : intbondvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449724K) : intbondmet_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449724K) : devbondvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449916K) : devbondmet_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449916K) : devtrench_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449916K) : redist_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (449916K) : graphbot_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450108K) : graphtop_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450108K) : antvia1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450108K) : antmetal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450300K) : graphcont_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450300K) : siwg_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450300K) : siwg_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450300K) : siwg_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450492K) : sigrating_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450492K) : singrating_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450684K) : graphpas_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450684K) : emwind3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450684K) : emwihv3_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450876K) : redbulay_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450876K) : smos_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450876K) : graphpad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (450876K) : polimide_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451068K) : polimide_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451068K) : recog_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451260K) : recog_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451260K) : recog_esd has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451260K) : recog_diode has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451260K) : recog_tsv has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451452K) : recog_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451452K) : recog_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451452K) : recog_pillar has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451644K) : recog_sbump has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451644K) : recog_otp has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451644K) : recog_pdiode has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451644K) : recog_mom has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451836K) : recog_pcm has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451836K) : colopen_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451836K) : graphmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451836K) : graphmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (451836K) : graphmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452028K) : graphmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452028K) : graphmetal1_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452028K) : graphmet1l_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452028K) : graphmet1l_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452028K) : graphmet1l_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452220K) : graphmet1l_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452220K) : graphmet1l_opc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452220K) : extblock_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452220K) : nldd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452220K) : pldd_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452412K) : next_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452412K) : pext_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452412K) : nexthv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452412K) : pexthv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452604K) : graphgate_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452604K) : sinwg_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452604K) : sinwg_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452796K) : sinwg_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452796K) : mempad_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452796K) : topvia1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452988K) : topmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452988K) : topmetal1_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452988K) : topmetal1_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (452988K) : topmetal1_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453180K) : topmetal1_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453180K) : topmetal1_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453180K) : topmetal1_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453180K) : topmetal1_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453180K) : topmetal1_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453372K) : topmetal1_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453372K) : topmetal1_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453372K) : inldpwl_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453372K) : polyres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453372K) : polyres_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453564K) : vmim_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453564K) : nbulaycut_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453564K) : antmetal1_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453564K) : topvia2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453756K) : topmetal2_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453756K) : topmetal2_pin has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453756K) : topmetal2_mask has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453948K) : topmetal2_filler has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453948K) : topmetal2_nofill has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453948K) : topmetal2_slit has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (453948K) : topmetal2_text has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454140K) : topmetal2_noqrc has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454140K) : topmetal2_res has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454140K) : topmetal2_iprobe has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454140K) : topmetal2_diffprb has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454332K) : snsring_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454332K) : sensor_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454332K) : snsarms_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454524K) : snscmosvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454524K) : colwind_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454524K) : flm_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454524K) : hafniumox_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454716K) : memvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454716K) : thinfilmres_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454716K) : rfmem_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454908K) : norcx_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454908K) : norcx_m2m3 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454908K) : norcx_m2m4 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (454908K) : norcx_m2m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455100K) : norcx_m2tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455100K) : norcx_m2tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455100K) : norcx_m3m4 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455292K) : norcx_m3m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455292K) : norcx_m3tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455292K) : norcx_m3tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455292K) : norcx_m4m5 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m4tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m4tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m5tm1 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m5tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_tm1tm2 has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m1sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455484K) : norcx_m2sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455676K) : norcx_m3sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455676K) : norcx_m4sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455676K) : norcx_m5sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455676K) : norcx_tm1sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455676K) : norcx_tm2sub has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455868K) : snsbotvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455868K) : snstopvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455868K) : deepvia_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455868K) : fgetch_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (455868K) : ctrgat_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456060K) : fgimp_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456060K) : emwihv_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456060K) : lbe_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456060K) : alcustop_drw has 0 polygons
2026-04-16 14:38:39 +0200: Memory Usage (456060K) : nometfiller_drw has 0 polygons
