# Logfile created on 2026-04-16 14:38:40 +0200 by logger.rb/v1.5.3
2026-04-16 14:38:40 +0200: Memory Usage (439068K) : Starting running IHP-SG13G2 KLayout DRC runset on /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/designs/inverter/layout/inverter.klay.gds
2026-04-16 14:38:40 +0200: Memory Usage (439068K) : Ruby Version for klayout: 3.2.3
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : Loading database to memory is complete.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : IHP-SG13G2 KLayout DRC runset output at: /var/home/bleroux/Documents/stage_IEMN/analog-asic-design/drc_run_TOP/inverter.klay_TOP_topvia2.lyrdb
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : Evaluate switches.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : tables selected: topvia2
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : KLayout will use 1 thread(s) in tiling mode.
2026-04-16 14:38:40 +0200: Memory Usage (440660K) : deep mode is enabled.
2026-04-16 14:38:40 +0200: Memory Usage (443540K) : metal2_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443540K) : metal2_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443540K) : baspoly_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443540K) : baspoly_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443732K) : psd_drw has 2 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443732K) : nldb_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443732K) : digibnd_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443924K) : via1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443924K) : backmetal1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (443924K) : backmetal1_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444116K) : backmetal1_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444116K) : backmetal1_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444116K) : backmetal1_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444116K) : backmetal1_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444308K) : backmetal1_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444308K) : backmetal1_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444308K) : backmetal1_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444308K) : backmetal1_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444500K) : backmetal1_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444500K) : backmetal1_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444500K) : backpassiv_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444692K) : res_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444692K) : sram_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444692K) : trans_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444692K) : ind_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444884K) : ind_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (444884K) : ind_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445076K) : salblock_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445076K) : via2_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445268K) : metal3_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445268K) : metal3_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445268K) : metal3_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445268K) : metal3_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445460K) : metal3_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445460K) : metal3_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445460K) : metal3_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445652K) : metal3_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445652K) : metal3_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445652K) : metal3_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445844K) : metal3_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445844K) : metal3_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (445844K) : nwell_drw has 3 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446036K) : nwell_pin has 1 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446036K) : nbulay_drw has 1 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446036K) : nbulay_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446036K) : nbulay_block has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446228K) : emwind_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446228K) : emwind_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446420K) : deepco_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446420K) : deepco_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446420K) : mim_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446612K) : edgeseal_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446612K) : edgeseal_bound has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446612K) : substrate_drw has 2 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446804K) : substrate_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446804K) : dfpad_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446804K) : dfpad_pillar has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446996K) : dfpad_sbump has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446996K) : thickgateox_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446996K) : pldb_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (446996K) : pwell_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447188K) : pwell_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447188K) : pwell_block has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447188K) : ic_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447380K) : via3_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447380K) : metal4_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447380K) : metal4_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447572K) : metal4_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447572K) : metal4_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447572K) : metal4_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447764K) : metal4_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447764K) : metal4_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447764K) : metal4_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447764K) : metal4_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447956K) : metal4_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (447956K) : metal4_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448148K) : metal4_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448148K) : heattrans_drw has 2 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448148K) : heatres_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448148K) : pempoly_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448340K) : fbe_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448340K) : empoly_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448532K) : ldmos_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448532K) : pbiwind_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448532K) : digisub_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448724K) : nodrc_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448724K) : text_drw has 4 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448724K) : via4_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448724K) : metal5_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448916K) : metal5_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448916K) : metal5_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (448916K) : metal5_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449108K) : metal5_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449108K) : metal5_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449108K) : metal5_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449108K) : metal5_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449300K) : metal5_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449300K) : metal5_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449300K) : metal5_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449492K) : metal5_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449492K) : radhard_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449492K) : memcap_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449684K) : varicap_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449684K) : flash_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449876K) : intbondvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449876K) : intbondmet_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449876K) : devbondvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (449876K) : devbondmet_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450068K) : devtrench_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450068K) : redist_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450068K) : graphbot_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450260K) : graphtop_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450260K) : antvia1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450260K) : antmetal2_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450260K) : graphcont_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450452K) : siwg_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450452K) : siwg_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450452K) : siwg_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450644K) : sigrating_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450644K) : singrating_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450836K) : graphpas_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450836K) : emwind3_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450836K) : emwihv3_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (450836K) : redbulay_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451028K) : smos_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451028K) : graphpad_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451028K) : polimide_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451220K) : polimide_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451220K) : recog_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451220K) : recog_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451412K) : recog_esd has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451412K) : recog_diode has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451412K) : recog_tsv has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451604K) : recog_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451604K) : recog_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451604K) : recog_pillar has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451604K) : recog_sbump has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451604K) : recog_otp has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451796K) : recog_pdiode has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451796K) : recog_mom has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451796K) : recog_pcm has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451796K) : colopen_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451796K) : graphmetal1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmetal1_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmetal1_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmetal1_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmetal1_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmet1l_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (451988K) : graphmet1l_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452180K) : graphmet1l_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452180K) : graphmet1l_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452180K) : graphmet1l_opc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452180K) : extblock_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452372K) : nldd_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452372K) : pldd_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452372K) : next_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452372K) : pext_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452564K) : nexthv_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452564K) : pexthv_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452564K) : graphgate_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452756K) : sinwg_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452756K) : sinwg_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452756K) : sinwg_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452756K) : mempad_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452948K) : topvia1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452948K) : topmetal1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (452948K) : topmetal1_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453140K) : topmetal1_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453332K) : topmetal1_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453332K) : topmetal1_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453332K) : topmetal1_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453332K) : inldpwl_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453332K) : polyres_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453524K) : polyres_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453524K) : vmim_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453524K) : nbulaycut_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453716K) : antmetal1_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453716K) : topvia2_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453716K) : topmetal2_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453716K) : topmetal2_pin has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453908K) : topmetal2_mask has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453908K) : topmetal2_filler has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (453908K) : topmetal2_nofill has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454100K) : topmetal2_slit has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454100K) : topmetal2_text has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454100K) : topmetal2_noqrc has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454100K) : topmetal2_res has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454292K) : topmetal2_iprobe has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454292K) : topmetal2_diffprb has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454292K) : snsring_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454292K) : sensor_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454484K) : snsarms_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454484K) : snscmosvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454484K) : colwind_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454676K) : flm_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454676K) : hafniumox_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454676K) : memvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454676K) : thinfilmres_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454868K) : rfmem_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454868K) : norcx_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (454868K) : norcx_m2m3 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455060K) : norcx_m2m4 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455060K) : norcx_m2m5 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455060K) : norcx_m2tm1 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455060K) : norcx_m2tm2 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m3m4 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m3m5 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m3tm1 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m3tm2 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m4m5 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455252K) : norcx_m4tm1 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455444K) : norcx_m4tm2 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455444K) : norcx_m5tm1 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455444K) : norcx_m5tm2 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455444K) : norcx_tm1tm2 has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455444K) : norcx_m1sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455636K) : norcx_m2sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455636K) : norcx_m3sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455636K) : norcx_m4sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455636K) : norcx_m5sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455636K) : norcx_tm1sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455828K) : norcx_tm2sub has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455828K) : snsbotvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455828K) : snstopvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455828K) : deepvia_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (455828K) : fgetch_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456020K) : ctrgat_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456020K) : fgimp_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456020K) : emwihv_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456020K) : lbe_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456020K) : alcustop_drw has 0 polygons
2026-04-16 14:38:40 +0200: Memory Usage (456212K) : nometfiller_drw has 0 polygons
